miR_ID,circbase_ID,Tot Score
hsa-miR-8485,hsa_circ_0050973,1556
hsa-miR-1273h-5p,hsa_circ_0004454,1555
hsa-miR-4753-3p,hsa_circ_0066962,1555
hsa-miR-4753-3p,hsa_circ_0066963,1555
hsa-miR-6849-3p,hsa_circ_0041843,1555
hsa-miR-30b-3p,hsa_circ_0041843,1554
hsa-miR-665,hsa_circ_0057363,1554
hsa-miR-1286,hsa_circ_0081120,1553
hsa-miR-1286,hsa_circ_0081125,1553
hsa-miR-1286,hsa_circ_0081130,1553
hsa-miR-1286,hsa_circ_0081131,1553
hsa-miR-1286,hsa_circ_0081136,1553
hsa-miR-4651,hsa_circ_0051922,1553
hsa-miR-4733-3p,hsa_circ_0081096,1553
hsa-miR-665,hsa_circ_0057348,1553
hsa-miR-665,hsa_circ_0057354,1553
hsa-miR-665,hsa_circ_0057355,1553
hsa-miR-6887-5p,hsa_circ_0002172,1553
hsa-miR-6887-5p,hsa_circ_0089776,1553
hsa-miR-1303,hsa_circ_0006293,1552
hsa-miR-3187-5p,hsa_circ_0010572,1552
hsa-miR-4462,hsa_circ_0000726,1552
hsa-miR-4462,hsa_circ_0004566,1552
hsa-miR-4731-5p,hsa_circ_0039097,1552
hsa-miR-5001-5p,hsa_circ_0082878,1552
hsa-miR-1247-5p,hsa_circ_0002172,1551
hsa-miR-1247-5p,hsa_circ_0089776,1551
hsa-miR-199b-5p,hsa_circ_0052316,1551
hsa-miR-6736-3p,hsa_circ_0052003,1551
hsa-miR-6825-5p,hsa_circ_0041864,1551
hsa-miR-6825-5p,hsa_circ_0041876,1551
hsa-miR-6825-5p,hsa_circ_0041881,1551
hsa-miR-6825-5p,hsa_circ_0041887,1551
hsa-miR-6825-5p,hsa_circ_0041888,1551
hsa-miR-6825-5p,hsa_circ_0041890,1551
hsa-miR-6825-5p,hsa_circ_0041891,1551
hsa-miR-6846-5p,hsa_circ_0039097,1551
hsa-miR-1277-5p,hsa_circ_0066904,1550
hsa-miR-214-3p,hsa_circ_0044539,1550
hsa-miR-3187-5p,hsa_circ_0082877,1550
hsa-miR-378h,hsa_circ_0048499,1550
hsa-miR-3929,hsa_circ_0063533,1550
hsa-miR-4691-5p,hsa_circ_0013869,1550
hsa-miR-6861-3p,hsa_circ_0020280,1550
hsa-miR-1343-3p,hsa_circ_0020280,1549
hsa-miR-3192-5p,hsa_circ_0061535,1549
hsa-miR-3192-5p,hsa_circ_0061536,1549
hsa-miR-3192-5p,hsa_circ_0061537,1549
hsa-miR-4659a-3p,hsa_circ_0057223,1549
hsa-miR-619-5p,hsa_circ_0003384,1549
hsa-miR-1207-5p,hsa_circ_0089547,1548
hsa-miR-1301-3p,hsa_circ_0085900,1548
hsa-miR-1827,hsa_circ_0044246,1548
hsa-miR-24-3p,hsa_circ_0049106,1548
hsa-miR-30b-3p,hsa_circ_0059143,1548
hsa-miR-3187-5p,hsa_circ_0010641,1548
hsa-miR-3619-3p,hsa_circ_0000726,1548
hsa-miR-3619-3p,hsa_circ_0004566,1548
hsa-miR-619-5p,hsa_circ_0017040,1548
hsa-miR-6801-3p,hsa_circ_0079155,1548
hsa-miR-210-3p,hsa_circ_0020792,1546
hsa-miR-450a-1-3p,hsa_circ_0001666,1546
hsa-miR-450a-1-3p,hsa_circ_0078767,1546
hsa-miR-450a-1-3p,hsa_circ_0078768,1546
hsa-miR-450a-1-3p,hsa_circ_0078769,1546
hsa-miR-450a-1-3p,hsa_circ_0078770,1546
hsa-miR-450a-1-3p,hsa_circ_0078771,1546
hsa-miR-2861,hsa_circ_0010582,1545
hsa-miR-2861,hsa_circ_0010583,1545
hsa-miR-2861,hsa_circ_0010603,1545
hsa-miR-2861,hsa_circ_0010604,1545
hsa-miR-2861,hsa_circ_0010605,1545
hsa-miR-2861,hsa_circ_0010606,1545
hsa-miR-2861,hsa_circ_0010607,1545
hsa-miR-2861,hsa_circ_0010623,1545
hsa-miR-2861,hsa_circ_0010624,1545
hsa-miR-3202,hsa_circ_0038445,1545
hsa-miR-6736-5p,hsa_circ_0049109,1545
hsa-miR-6736-5p,hsa_circ_0049110,1545
hsa-miR-6736-5p,hsa_circ_0049113,1545
hsa-miR-2861,hsa_circ_0010559,1544
hsa-miR-2861,hsa_circ_0010560,1544
hsa-miR-2861,hsa_circ_0010573,1544
hsa-miR-2861,hsa_circ_0010649,1544
hsa-miR-2861,hsa_circ_0010650,1544
hsa-miR-4659b-3p,hsa_circ_0057223,1544
hsa-miR-637,hsa_circ_0074522,1544
hsa-miR-29b-3p,hsa_circ_0044527,1543
hsa-miR-29b-3p,hsa_circ_0044528,1543
hsa-miR-30c-1-3p,hsa_circ_0041891,1543
hsa-miR-6085,hsa_circ_0069071,1543
hsa-miR-665,hsa_circ_0081111,1543
hsa-miR-665,hsa_circ_0081116,1543
hsa-miR-6746-3p,hsa_circ_0085899,1543
hsa-miR-6746-3p,hsa_circ_0085900,1543
hsa-miR-7160-5p,hsa_circ_0046560,1543
hsa-miR-942-5p,hsa_circ_0055230,1543
hsa-miR-942-5p,hsa_circ_0055233,1543
hsa-miR-942-5p,hsa_circ_0055235,1543
hsa-miR-942-5p,hsa_circ_0055236,1543
hsa-miR-942-5p,hsa_circ_0055237,1543
hsa-miR-942-5p,hsa_circ_0055239,1543
hsa-miR-1285-3p,hsa_circ_0027022,1542
hsa-miR-6751-5p,hsa_circ_0080668,1542
hsa-miR-1184,hsa_circ_0060070,1541
hsa-miR-1184,hsa_circ_0060071,1541
hsa-miR-1827,hsa_circ_0056703,1540
hsa-miR-4763-3p,hsa_circ_0051048,1540
hsa-miR-6077,hsa_circ_0020490,1540
hsa-miR-6772-5p,hsa_circ_0049109,1540
hsa-miR-6772-5p,hsa_circ_0049110,1540
hsa-miR-6772-5p,hsa_circ_0049113,1540
hsa-miR-6797-5p,hsa_circ_0031813,1540
hsa-miR-6868-3p,hsa_circ_0060070,1540
hsa-miR-6868-3p,hsa_circ_0060071,1540
hsa-miR-6868-3p,hsa_circ_0060073,1540
hsa-miR-6868-3p,hsa_circ_0060075,1540
hsa-miR-29b-3p,hsa_circ_0044509,1539
hsa-miR-29b-3p,hsa_circ_0044520,1539
hsa-miR-4713-3p,hsa_circ_0048844,1539
hsa-miR-939-3p,hsa_circ_0085899,1539
hsa-miR-939-3p,hsa_circ_0085900,1539
hsa-miR-27a-3p,hsa_circ_0071667,1538
hsa-miR-3187-5p,hsa_circ_0010657,1538
hsa-miR-3187-5p,hsa_circ_0010670,1538
hsa-miR-3187-5p,hsa_circ_0010671,1538
hsa-miR-3187-5p,hsa_circ_0010677,1538
hsa-miR-665,hsa_circ_0081090,1538
hsa-miR-665,hsa_circ_0081096,1538
hsa-miR-3130-3p,hsa_circ_0006799,1537
hsa-miR-3130-3p,hsa_circ_0045787,1537
hsa-miR-3130-3p,hsa_circ_0045789,1537
hsa-miR-3187-5p,hsa_circ_0010691,1536
hsa-miR-328-5p,hsa_circ_0051285,1536
hsa-miR-4728-5p,hsa_circ_0049667,1536
hsa-miR-4728-5p,hsa_circ_0049668,1536
hsa-miR-1286,hsa_circ_0081085,1535
hsa-miR-1286,hsa_circ_0081095,1535
hsa-miR-1286,hsa_circ_0081102,1535
hsa-miR-1286,hsa_circ_0081110,1535
hsa-miR-1286,hsa_circ_0081114,1535
hsa-miR-1976,hsa_circ_0014209,1535
hsa-miR-1976,hsa_circ_0014210,1535
hsa-miR-362-3p,hsa_circ_0007805,1535
hsa-miR-4529-5p,hsa_circ_0000726,1535
hsa-miR-4529-5p,hsa_circ_0004566,1535
hsa-miR-4656,hsa_circ_0043314,1535
hsa-miR-4733-3p,hsa_circ_0044547,1535
hsa-miR-6849-3p,hsa_circ_0006177,1535
hsa-miR-4506,hsa_circ_0020280,1534
hsa-miR-1277-5p,hsa_circ_0007346,1533
hsa-miR-1295b-5p,hsa_circ_0046560,1533
hsa-miR-4789-3p,hsa_circ_0041122,1533
hsa-miR-1827,hsa_circ_0065388,1532
hsa-miR-1299,hsa_circ_0020490,1531
hsa-miR-27b-3p,hsa_circ_0071667,1531
hsa-miR-619-5p,hsa_circ_0008161,1531
hsa-miR-1236-3p,hsa_circ_0013869,1530
hsa-miR-1236-3p,hsa_circ_0013874,1530
hsa-miR-130b-5p,hsa_circ_0030189,1530
hsa-miR-214-3p,hsa_circ_0044507,1530
hsa-miR-214-3p,hsa_circ_0044508,1530
hsa-miR-2861,hsa_circ_0019894,1530
hsa-miR-2861,hsa_circ_0019895,1530
hsa-miR-4691-3p,hsa_circ_0020280,1530
hsa-miR-490-3p,hsa_circ_0013876,1530
hsa-miR-619-5p,hsa_circ_0051585,1530
hsa-miR-6722-3p,hsa_circ_0026092,1530
hsa-miR-6722-3p,hsa_circ_0026093,1530
hsa-miR-6722-3p,hsa_circ_0026097,1530
hsa-miR-6879-5p,hsa_circ_0037997,1530
hsa-miR-937-5p,hsa_circ_0004566,1530
hsa-miR-450b-3p,hsa_circ_0000726,1528
hsa-miR-450b-3p,hsa_circ_0004566,1528
hsa-miR-4713-3p,hsa_circ_0079070,1527
hsa-miR-1273g-3p,hsa_circ_0004192,1526
hsa-miR-3619-5p,hsa_circ_0044527,1525
hsa-miR-3619-5p,hsa_circ_0044528,1525
hsa-miR-3619-5p,hsa_circ_0044529,1525
hsa-miR-3619-5p,hsa_circ_0044534,1525
hsa-miR-3619-5p,hsa_circ_0044535,1525
hsa-miR-3619-5p,hsa_circ_0044536,1525
hsa-miR-3619-5p,hsa_circ_0044539,1525
hsa-miR-4728-5p,hsa_circ_0031813,1525
hsa-miR-4733-3p,hsa_circ_0044552,1525
hsa-miR-4733-3p,hsa_circ_0044553,1525
hsa-miR-4733-3p,hsa_circ_0044555,1525
hsa-miR-661,hsa_circ_0065401,1525
hsa-miR-661,hsa_circ_0065404,1525
hsa-miR-6879-3p,hsa_circ_0068656,1524
hsa-miR-3619-5p,hsa_circ_0044517,1523
hsa-miR-3619-5p,hsa_circ_0044521,1523
hsa-miR-3619-5p,hsa_circ_0044523,1523
hsa-miR-6736-3p,hsa_circ_0060070,1523
hsa-miR-6736-3p,hsa_circ_0060071,1523
hsa-miR-6736-3p,hsa_circ_0060073,1523
hsa-miR-6736-3p,hsa_circ_0060075,1523
hsa-miR-1277-5p,hsa_circ_0006940,1522
hsa-miR-3171,hsa_circ_0089771,1522
hsa-miR-486-3p,hsa_circ_0082879,1522
hsa-miR-6849-3p,hsa_circ_0078998,1522
hsa-miR-6849-3p,hsa_circ_0078999,1522
hsa-miR-661,hsa_circ_0074447,1521
hsa-miR-661,hsa_circ_0074448,1521
hsa-miR-661,hsa_circ_0074449,1521
hsa-miR-661,hsa_circ_0074450,1521
hsa-miR-661,hsa_circ_0074451,1521
hsa-miR-661,hsa_circ_0074452,1521
hsa-miR-661,hsa_circ_0074453,1521
hsa-miR-128-3p,hsa_circ_0071667,1520
hsa-miR-3667-3p,hsa_circ_0013870,1520
hsa-miR-3667-3p,hsa_circ_0013871,1520
hsa-miR-6822-3p,hsa_circ_0013870,1520
hsa-miR-6822-3p,hsa_circ_0013871,1520
hsa-miR-6849-3p,hsa_circ_0016162,1520
hsa-miR-6849-3p,hsa_circ_0016165,1520
hsa-miR-297,hsa_circ_0005266,1518
hsa-miR-4784,hsa_circ_0039600,1518
hsa-miR-4784,hsa_circ_0039603,1518
hsa-miR-4784,hsa_circ_0039604,1518
hsa-miR-4784,hsa_circ_0039605,1518
hsa-miR-4784,hsa_circ_0039606,1518
hsa-miR-2861,hsa_circ_0017198,1516
hsa-miR-326,hsa_circ_0014209,1516
hsa-miR-326,hsa_circ_0014210,1516
hsa-miR-4419b,hsa_circ_0043314,1516
hsa-miR-6867-5p,hsa_circ_0051235,1516
hsa-miR-6867-5p,hsa_circ_0051236,1516
hsa-miR-6867-5p,hsa_circ_0051237,1516
hsa-miR-6867-5p,hsa_circ_0051238,1516
hsa-miR-6867-5p,hsa_circ_0051239,1516
hsa-miR-6895-5p,hsa_circ_0044543,1516
hsa-miR-6895-5p,hsa_circ_0044549,1516
hsa-miR-6849-3p,hsa_circ_0023418,1515
hsa-miR-6849-3p,hsa_circ_0023419,1515
hsa-miR-619-5p,hsa_circ_0039780,1514
hsa-miR-181d-5p,hsa_circ_0035151,1513
hsa-miR-181d-5p,hsa_circ_0035153,1513
hsa-miR-6803-5p,hsa_circ_0038445,1513
hsa-miR-3651,hsa_circ_0020280,1512
hsa-miR-4459,hsa_circ_0006648,1512
hsa-miR-3960,hsa_circ_0091699,1511
hsa-miR-6895-5p,hsa_circ_0044517,1511
hsa-miR-8085,hsa_circ_0039600,1511
hsa-miR-8085,hsa_circ_0039603,1511
hsa-miR-8085,hsa_circ_0039604,1511
hsa-miR-8085,hsa_circ_0039605,1511
hsa-miR-8085,hsa_circ_0039606,1511
hsa-miR-135b-3p,hsa_circ_0013869,1510
hsa-miR-219a-1-3p,hsa_circ_0013869,1510
hsa-miR-3155a,hsa_circ_0013870,1510
hsa-miR-3155a,hsa_circ_0013871,1510
hsa-miR-3155b,hsa_circ_0013870,1510
hsa-miR-3155b,hsa_circ_0013871,1510
hsa-miR-125a-5p,hsa_circ_0000254,1509
hsa-miR-1285-3p,hsa_circ_0044246,1507
hsa-miR-3925-3p,hsa_circ_0050271,1507
hsa-miR-619-5p,hsa_circ_0008067,1506
hsa-miR-6500-3p,hsa_circ_0052104,1505
hsa-miR-1285-3p,hsa_circ_0043314,1503
hsa-miR-3925-3p,hsa_circ_0050307,1503
hsa-miR-3925-3p,hsa_circ_0050308,1503
hsa-miR-619-5p,hsa_circ_0081673,1503
hsa-miR-619-5p,hsa_circ_0060481,1502
hsa-miR-1285-3p,hsa_circ_0049494,1501
hsa-miR-1285-3p,hsa_circ_0038898,1500
hsa-miR-3194-3p,hsa_circ_0013870,1500
hsa-miR-3194-3p,hsa_circ_0013871,1500
hsa-miR-4745-3p,hsa_circ_0020280,1500
hsa-miR-5196-5p,hsa_circ_0038404,1500
hsa-miR-7110-5p,hsa_circ_0038445,1500
hsa-miR-5688,hsa_circ_0006648,1496
hsa-miR-7161-3p,hsa_circ_0029351,1496
hsa-miR-7161-3p,hsa_circ_0029353,1496
hsa-miR-1273g-3p,hsa_circ_0019789,1491
hsa-miR-1273g-3p,hsa_circ_0019793,1491
hsa-miR-1273g-3p,hsa_circ_0019795,1491
hsa-miR-1273g-3p,hsa_circ_0019796,1491
hsa-miR-181b-5p,hsa_circ_0035156,1490
hsa-miR-4459,hsa_circ_0063516,1489
hsa-miR-4685-5p,hsa_circ_0049116,1489
hsa-miR-4685-5p,hsa_circ_0049120,1489
hsa-miR-1249-5p,hsa_circ_0031813,1484
hsa-miR-1277-5p,hsa_circ_0005554,1483
hsa-miR-3925-3p,hsa_circ_0050775,1483
hsa-miR-6882-3p,hsa_circ_0052003,1483
hsa-miR-5095,hsa_circ_0080666,1479
hsa-miR-181b-5p,hsa_circ_0073792,1477
hsa-miR-3667-3p,hsa_circ_0029351,1477
hsa-miR-3667-3p,hsa_circ_0029353,1477
hsa-miR-4787-5p,hsa_circ_0051922,1475
hsa-miR-765,hsa_circ_0084793,1475
hsa-miR-765,hsa_circ_0084794,1475
hsa-miR-4685-5p,hsa_circ_0049104,1474
hsa-miR-5095,hsa_circ_0055327,1474
hsa-miR-6785-5p,hsa_circ_0037999,1474
hsa-miR-619-5p,hsa_circ_0000939,1472
hsa-miR-1277-5p,hsa_circ_0002777,1470
hsa-miR-762,hsa_circ_0048499,1470
hsa-miR-1277-5p,hsa_circ_0091667,1469
hsa-miR-3925-3p,hsa_circ_0049507,1469
hsa-miR-6752-5p,hsa_circ_0050799,1469
hsa-miR-1273h-5p,hsa_circ_0052935,1468
hsa-miR-5193,hsa_circ_0066036,1468
hsa-miR-5193,hsa_circ_0066046,1468
hsa-miR-6797-5p,hsa_circ_0058914,1468
hsa-miR-7109-3p,hsa_circ_0059186,1468
hsa-miR-6839-3p,hsa_circ_0013876,1467
hsa-miR-6870-3p,hsa_circ_0013874,1467
hsa-miR-1277-5p,hsa_circ_0092179,1466
hsa-miR-1304-3p,hsa_circ_0077011,1466
hsa-miR-6878-3p,hsa_circ_0016773,1466
hsa-miR-6878-3p,hsa_circ_0016775,1466
hsa-miR-6878-3p,hsa_circ_0016776,1466
hsa-miR-3925-3p,hsa_circ_0052121,1465
hsa-miR-6833-3p,hsa_circ_0041734,1465
hsa-miR-190a-3p,hsa_circ_0002777,1464
hsa-miR-877-3p,hsa_circ_0041570,1464
hsa-miR-877-3p,hsa_circ_0041571,1464
hsa-miR-877-3p,hsa_circ_0041572,1464
hsa-miR-877-3p,hsa_circ_0041573,1464
hsa-miR-877-3p,hsa_circ_0041574,1464
hsa-miR-877-3p,hsa_circ_0041575,1464
hsa-miR-877-3p,hsa_circ_0041576,1464
hsa-miR-877-3p,hsa_circ_0041577,1464
hsa-miR-877-3p,hsa_circ_0041578,1464
hsa-miR-877-3p,hsa_circ_0041579,1464
hsa-miR-1273g-3p,hsa_circ_0070741,1463
hsa-miR-4728-5p,hsa_circ_0009085,1463
hsa-miR-4728-5p,hsa_circ_0013827,1463
hsa-miR-6763-3p,hsa_circ_0016773,1463
hsa-miR-466,hsa_circ_0092179,1462
hsa-miR-6797-5p,hsa_circ_0022944,1462
hsa-miR-6797-5p,hsa_circ_0022949,1462
hsa-miR-6797-5p,hsa_circ_0022951,1462
hsa-miR-6797-5p,hsa_circ_0022952,1462
hsa-miR-149-3p,hsa_circ_0032902,1461
hsa-miR-4667-3p,hsa_circ_0089785,1461
hsa-miR-4739,hsa_circ_0025801,1460
hsa-miR-4739,hsa_circ_0025819,1460
hsa-miR-4739,hsa_circ_0025820,1460
hsa-miR-4739,hsa_circ_0025827,1460
hsa-miR-4739,hsa_circ_0025831,1460
hsa-miR-6796-5p,hsa_circ_0049109,1460
hsa-miR-6796-5p,hsa_circ_0049110,1460
hsa-miR-4763-3p,hsa_circ_0021810,1459
hsa-miR-1207-5p,hsa_circ_0010542,1458
hsa-miR-1207-5p,hsa_circ_0010549,1458
hsa-miR-1207-5p,hsa_circ_0010553,1458
hsa-miR-1207-5p,hsa_circ_0010559,1458
hsa-miR-1207-5p,hsa_circ_0010560,1458
hsa-miR-1207-5p,hsa_circ_0010572,1458
hsa-miR-1207-5p,hsa_circ_0010573,1458
hsa-miR-1207-5p,hsa_circ_0010581,1458
hsa-miR-1207-5p,hsa_circ_0010582,1458
hsa-miR-1207-5p,hsa_circ_0010583,1458
hsa-miR-1207-5p,hsa_circ_0010599,1458
hsa-miR-1207-5p,hsa_circ_0010600,1458
hsa-miR-1207-5p,hsa_circ_0010601,1458
hsa-miR-1207-5p,hsa_circ_0010602,1458
hsa-miR-1207-5p,hsa_circ_0010603,1458
hsa-miR-1207-5p,hsa_circ_0010604,1458
hsa-miR-1207-5p,hsa_circ_0010605,1458
hsa-miR-1207-5p,hsa_circ_0010606,1458
hsa-miR-1207-5p,hsa_circ_0010607,1458
hsa-miR-1207-5p,hsa_circ_0010622,1458
hsa-miR-1207-5p,hsa_circ_0010623,1458
hsa-miR-1207-5p,hsa_circ_0010633,1458
hsa-miR-1273h-5p,hsa_circ_0044246,1458
hsa-miR-1273h-5p,hsa_circ_0070741,1458
hsa-miR-6754-5p,hsa_circ_0034154,1458
hsa-miR-125b-5p,hsa_circ_0000254,1457
hsa-miR-367-5p,hsa_circ_0013876,1457
hsa-miR-1273g-3p,hsa_circ_0002379,1456
hsa-miR-1273h-5p,hsa_circ_0063515,1456
hsa-miR-4433a-3p,hsa_circ_0049109,1456
hsa-miR-4433a-3p,hsa_circ_0049110,1456
hsa-miR-6756-5p,hsa_circ_0009565,1456
hsa-miR-3127-3p,hsa_circ_0016773,1455
hsa-miR-3127-3p,hsa_circ_0016776,1455
hsa-miR-3127-3p,hsa_circ_0016777,1455
hsa-miR-3127-3p,hsa_circ_0016778,1455
hsa-miR-1273h-5p,hsa_circ_0038209,1454
hsa-miR-181b-5p,hsa_circ_0035138,1454
hsa-miR-181d-5p,hsa_circ_0035138,1454
hsa-miR-619-5p,hsa_circ_0004036,1453
hsa-miR-6880-5p,hsa_circ_0020316,1453
hsa-miR-4739,hsa_circ_0022613,1452
hsa-miR-4763-3p,hsa_circ_0009650,1452
hsa-miR-5189-5p,hsa_circ_0082877,1452
hsa-miR-612,hsa_circ_0010641,1452
hsa-miR-3925-3p,hsa_circ_0052317,1451
hsa-miR-6756-5p,hsa_circ_0049837,1451
hsa-miR-138-5p,hsa_circ_0037564,1450
hsa-miR-138-5p,hsa_circ_0037565,1450
hsa-miR-138-5p,hsa_circ_0037568,1450
hsa-miR-138-5p,hsa_circ_0037570,1450
hsa-miR-138-5p,hsa_circ_0037571,1450
hsa-miR-138-5p,hsa_circ_0037573,1450
hsa-miR-181b-5p,hsa_circ_0018228,1450
hsa-miR-6827-5p,hsa_circ_0010649,1450
hsa-miR-6827-5p,hsa_circ_0010650,1450
hsa-miR-6827-5p,hsa_circ_0010664,1450
hsa-miR-1285-3p,hsa_circ_0023418,1449
hsa-miR-1285-3p,hsa_circ_0023419,1449
hsa-miR-4667-3p,hsa_circ_0002172,1449
hsa-miR-4667-3p,hsa_circ_0089776,1449
hsa-miR-485-5p,hsa_circ_0009180,1449
hsa-miR-612,hsa_circ_0086858,1449
hsa-miR-6769b-5p,hsa_circ_0041864,1449
hsa-miR-6769b-5p,hsa_circ_0041876,1449
hsa-miR-6769b-5p,hsa_circ_0041881,1449
hsa-miR-6769b-5p,hsa_circ_0041887,1449
hsa-miR-6769b-5p,hsa_circ_0041888,1449
hsa-miR-6827-5p,hsa_circ_0010559,1449
hsa-miR-6827-5p,hsa_circ_0010601,1449
hsa-miR-6827-5p,hsa_circ_0010602,1449
hsa-miR-6827-5p,hsa_circ_0010603,1449
hsa-miR-6827-5p,hsa_circ_0010604,1449
hsa-miR-6827-5p,hsa_circ_0010605,1449
hsa-miR-6827-5p,hsa_circ_0010606,1449
hsa-miR-6827-5p,hsa_circ_0010607,1449
hsa-miR-6827-5p,hsa_circ_0010623,1449
hsa-miR-6827-5p,hsa_circ_0010624,1449
hsa-miR-6827-5p,hsa_circ_0010633,1449
hsa-miR-6081,hsa_circ_0051309,1448
hsa-miR-612,hsa_circ_0010541,1448
hsa-miR-612,hsa_circ_0010544,1448
hsa-miR-612,hsa_circ_0010548,1448
hsa-miR-612,hsa_circ_0010552,1448
hsa-miR-612,hsa_circ_0010555,1448
hsa-miR-612,hsa_circ_0010558,1448
hsa-miR-612,hsa_circ_0010565,1448
hsa-miR-762,hsa_circ_0048976,1448
hsa-miR-762,hsa_circ_0048977,1448
hsa-miR-7703,hsa_circ_0052293,1448
hsa-miR-1273h-5p,hsa_circ_0018230,1447
hsa-miR-23a-3p,hsa_circ_0016756,1447
hsa-miR-3960,hsa_circ_0051929,1447
hsa-miR-6127,hsa_circ_0031813,1447
hsa-miR-619-5p,hsa_circ_0048844,1447
hsa-miR-6848-5p,hsa_circ_0080942,1447
hsa-miR-874-5p,hsa_circ_0082879,1447
hsa-miR-612,hsa_circ_0026092,1446
hsa-miR-6741-5p,hsa_circ_0049104,1446
hsa-miR-6741-5p,hsa_circ_0049116,1446
hsa-miR-6741-5p,hsa_circ_0049120,1446
hsa-miR-6803-5p,hsa_circ_0026092,1446
hsa-miR-6827-5p,hsa_circ_0010572,1446
hsa-miR-1207-5p,hsa_circ_0010649,1445
hsa-miR-1207-5p,hsa_circ_0010650,1445
hsa-miR-181b-5p,hsa_circ_0052059,1445
hsa-miR-181b-5p,hsa_circ_0052060,1445
hsa-miR-4733-3p,hsa_circ_0057344,1445
hsa-miR-4733-3p,hsa_circ_0057345,1445
hsa-miR-4733-3p,hsa_circ_0057348,1445
hsa-miR-4733-3p,hsa_circ_0057349,1445
hsa-miR-4733-3p,hsa_circ_0057354,1445
hsa-miR-4733-3p,hsa_circ_0057355,1445
hsa-miR-4733-3p,hsa_circ_0057356,1445
hsa-miR-4733-3p,hsa_circ_0057363,1445
hsa-miR-4733-3p,hsa_circ_0057378,1445
hsa-miR-5193,hsa_circ_0081507,1445
hsa-miR-5193,hsa_circ_0081508,1445
hsa-miR-5193,hsa_circ_0081509,1445
hsa-miR-5193,hsa_circ_0081510,1445
hsa-miR-4786-3p,hsa_circ_0020490,1444
hsa-miR-149-3p,hsa_circ_0031813,1443
hsa-miR-190a-3p,hsa_circ_0047786,1443
hsa-miR-3064-3p,hsa_circ_0052117,1443
hsa-miR-4739,hsa_circ_0031813,1443
hsa-miR-1207-5p,hsa_circ_0010664,1442
hsa-miR-4728-5p,hsa_circ_0007740,1442
hsa-miR-6829-3p,hsa_circ_0052003,1442
hsa-miR-4640-5p,hsa_circ_0044525,1441
hsa-miR-4685-5p,hsa_circ_0062699,1441
hsa-miR-637,hsa_circ_0014770,1441
hsa-miR-637,hsa_circ_0014771,1441
hsa-miR-637,hsa_circ_0014772,1441
hsa-miR-3127-3p,hsa_circ_0013876,1440
hsa-miR-4739,hsa_circ_0014736,1440
hsa-miR-484,hsa_circ_0013869,1440
hsa-miR-5189-5p,hsa_circ_0010542,1440
hsa-miR-5189-5p,hsa_circ_0010560,1440
hsa-miR-5189-5p,hsa_circ_0010573,1440
hsa-miR-3154,hsa_circ_0037995,1439
hsa-miR-3154,hsa_circ_0037996,1439
hsa-miR-3154,hsa_circ_0037997,1439
hsa-miR-612,hsa_circ_0086872,1439
hsa-miR-612,hsa_circ_0086873,1439
hsa-miR-612,hsa_circ_0086881,1439
hsa-miR-612,hsa_circ_0086889,1439
hsa-miR-612,hsa_circ_0086890,1439
hsa-miR-612,hsa_circ_0086891,1439
hsa-miR-1273h-5p,hsa_circ_0060123,1438
hsa-miR-1303,hsa_circ_0009652,1438
hsa-miR-4433b-3p,hsa_circ_0049109,1438
hsa-miR-4433b-3p,hsa_circ_0049110,1438
hsa-miR-4739,hsa_circ_0044246,1438
hsa-miR-5193,hsa_circ_0063086,1438
hsa-miR-5193,hsa_circ_0063087,1438
hsa-miR-612,hsa_circ_0010657,1438
hsa-miR-612,hsa_circ_0010662,1438
hsa-miR-612,hsa_circ_0010663,1438
hsa-miR-612,hsa_circ_0010669,1438
hsa-miR-612,hsa_circ_0010670,1438
hsa-miR-612,hsa_circ_0010671,1438
hsa-miR-612,hsa_circ_0010677,1438
hsa-miR-619-5p,hsa_circ_0016594,1438
hsa-miR-619-5p,hsa_circ_0016595,1438
hsa-miR-619-5p,hsa_circ_0016596,1438
hsa-miR-6752-5p,hsa_circ_0039128,1438
hsa-miR-6753-5p,hsa_circ_0044543,1438
hsa-miR-6753-5p,hsa_circ_0044549,1438
hsa-miR-6848-5p,hsa_circ_0051922,1438
hsa-miR-6852-5p,hsa_circ_0030837,1438
hsa-miR-181a-5p,hsa_circ_0035147,1437
hsa-miR-181a-5p,hsa_circ_0035151,1437
hsa-miR-181a-5p,hsa_circ_0035153,1437
hsa-miR-3149,hsa_circ_0007286,1437
hsa-miR-4726-5p,hsa_circ_0044540,1437
hsa-miR-4726-5p,hsa_circ_0044541,1437
hsa-miR-612,hsa_circ_0010598,1437
hsa-miR-612,hsa_circ_0010622,1437
hsa-miR-6743-5p,hsa_circ_0082877,1437
hsa-miR-6803-5p,hsa_circ_0041954,1437
hsa-miR-4268,hsa_circ_0063103,1436
hsa-miR-4268,hsa_circ_0063116,1436
hsa-miR-4467,hsa_circ_0030834,1436
hsa-miR-6756-5p,hsa_circ_0027247,1436
hsa-miR-6756-5p,hsa_circ_0051281,1436
hsa-miR-877-3p,hsa_circ_0062544,1436
hsa-miR-1277-5p,hsa_circ_0007950,1435
hsa-miR-1913,hsa_circ_0010682,1435
hsa-miR-1913,hsa_circ_0010683,1435
hsa-miR-4763-3p,hsa_circ_0014742,1435
hsa-miR-4763-3p,hsa_circ_0020759,1435
